0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,y
0.378229363579079,0.0630119722747321,0.0367044738500316,0.0343415248897291,0.0335538752362949,0.0094517958412098,0.0051984877126654,0.0086641461877756,0.0080340264650283,0.0148078134845621,0.0915248897290486,0.0860113421550095,0.0927851291745431,0.628859483301828,0.923282923755514,0.918714555765595,0.91304347826087,0.801984877126654,0.84593572778828,0.926118462507877,0.922495274102079,0.880592312539382,0.892722117202268,0.982514177693762,0.43659607441007653,0.20927248548958766,0.4458264386992166,0.2992407575245726,0.879489603024575
0.0630119722747321,0.0367044738500316,0.0343415248897291,0.0335538752362949,0.0094517958412098,0.0051984877126654,0.0086641461877756,0.0080340264650283,0.0148078134845621,0.0915248897290486,0.0860113421550095,0.0927851291745431,0.628859483301828,0.923282923755514,0.918714555765595,0.91304347826087,0.801984877126654,0.84593572778828,0.926118462507877,0.922495274102079,0.880592312539382,0.892722117202268,0.982514177693762,0.879489603024575,0.44355337238551734,0.26215897869711824,0.4503127862317691,0.349027205999079,0.506143667296786
0.0367044738500316,0.0343415248897291,0.0335538752362949,0.0094517958412098,0.0051984877126654,0.0086641461877756,0.0080340264650283,0.0148078134845621,0.0915248897290486,0.0860113421550095,0.0927851291745431,0.628859483301828,0.923282923755514,0.918714555765595,0.91304347826087,0.801984877126654,0.84593572778828,0.926118462507877,0.922495274102079,0.880592312539382,0.892722117202268,0.982514177693762,0.879489603024575,0.506143667296786,0.4325313486907292,0.299792940948245,0.4398164259669293,0.38387374655146694,0.0649023314429741
0.0343415248897291,0.0335538752362949,0.0094517958412098,0.0051984877126654,0.0086641461877756,0.0080340264650283,0.0148078134845621,0.0915248897290486,0.0860113421550095,0.0927851291745431,0.628859483301828,0.923282923755514,0.918714555765595,0.91304347826087,0.801984877126654,0.84593572778828,0.926118462507877,0.922495274102079,0.880592312539382,0.892722117202268,0.982514177693762,0.879489603024575,0.506143667296786,0.0649023314429741,0.4266705813744611,0.3289716958213651,0.4343143016345534,0.40906497427120914,0.0217391304347826
0.0335538752362949,0.0094517958412098,0.0051984877126654,0.0086641461877756,0.0080340264650283,0.0148078134845621,0.0915248897290486,0.0860113421550095,0.0927851291745431,0.628859483301828,0.923282923755514,0.918714555765595,0.91304347826087,0.801984877126654,0.84593572778828,0.926118462507877,0.922495274102079,0.880592312539382,0.892722117202268,0.982514177693762,0.879489603024575,0.506143667296786,0.0649023314429741,0.0217391304347826,0.43281493420603256,0.35322416740421864,0.43925774872702633,0.4283159992400029,0.0274102079395085
0.0094517958412098,0.0051984877126654,0.0086641461877756,0.0080340264650283,0.0148078134845621,0.0915248897290486,0.0860113421550095,0.0927851291745431,0.628859483301828,0.923282923755514,0.918714555765595,0.91304347826087,0.801984877126654,0.84593572778828,0.926118462507877,0.922495274102079,0.880592312539382,0.892722117202268,0.982514177693762,0.879489603024575,0.506143667296786,0.0649023314429741,0.0217391304347826,0.0274102079395085,0.4351592411325397,0.4035764668037752,0.44128930232667274,0.46950008051999165,0.0318210459987397
0.0051984877126654,0.0086641461877756,0.0080340264650283,0.0148078134845621,0.0915248897290486,0.0860113421550095,0.0927851291745431,0.628859483301828,0.923282923755514,0.918714555765595,0.91304347826087,0.801984877126654,0.84593572778828,0.926118462507877,0.922495274102079,0.880592312539382,0.892722117202268,0.982514177693762,0.879489603024575,0.506143667296786,0.0649023314429741,0.0217391304347826,0.0274102079395085,0.0318210459987397,0.5146199025205238,0.5437860681421451,0.5074163719951638,0.584708226850264,0.0705734089477
0.0086641461877756,0.0080340264650283,0.0148078134845621,0.0915248897290486,0.0860113421550095,0.0927851291745431,0.628859483301828,0.923282923755514,0.918714555765595,0.91304347826087,0.801984877126654,0.84593572778828,0.926118462507877,0.922495274102079,0.880592312539382,0.892722117202268,0.982514177693762,0.879489603024575,0.506143667296786,0.0649023314429741,0.0217391304347826,0.0274102079395085,0.0318210459987397,0.0705734089477,0.5688603587475346,0.9276809039687739,0.5681767542379219,0.9520869200627831,0.159735349716446
0.0080340264650283,0.0148078134845621,0.0915248897290486,0.0860113421550095,0.0927851291745431,0.628859483301828,0.923282923755514,0.918714555765595,0.91304347826087,0.801984877126654,0.84593572778828,0.926118462507877,0.922495274102079,0.880592312539382,0.892722117202268,0.982514177693762,0.879489603024575,0.506143667296786,0.0649023314429741,0.0217391304347826,0.0274102079395085,0.0318210459987397,0.0705734089477,0.159735349716446,0.5280240445438598,0.9231572496012691,0.5365860957634201,0.9579079214207362,0.39965343415249
0.0148078134845621,0.0915248897290486,0.0860113421550095,0.0927851291745431,0.628859483301828,0.923282923755514,0.918714555765595,0.91304347826087,0.801984877126654,0.84593572778828,0.926118462507877,0.922495274102079,0.880592312539382,0.892722117202268,0.982514177693762,0.879489603024575,0.506143667296786,0.0649023314429741,0.0217391304347826,0.0274102079395085,0.0318210459987397,0.0705734089477,0.159735349716446,0.39965343415249,0.5259255117306153,0.8935758658053867,0.5403444699227659,0.9468420587709756,0.456679269061121
